period_type,period,period_label,n_students,series_id,series_label,series_group,score,mean_difficulty,terms
week,3,Week 3,28,bk_adjusted,BK,vbm,0.5349902510643005,0.2255357142857143,B
week,4,Week 4,27,bk_adjusted,BK,vbm,0.5838899612426758,0.1991082532878199,B
week,5,Week 5,30,bk_adjusted,BK,vbm,0.5571377277374268,0.6550372142477404,B
week,6,Week 6,24,bk_adjusted,BK,vbm,0.5072501301765442,0.1902901785714286,B
week,7,Week 7,29,bk_adjusted,BK,vbm,0.5145062208175659,0.2738385009176084,B
week,8,Week 8,28,bk_adjusted,BK,vbm,0.6086317300796509,0.9039876046572476,B
week,9,Week 9,27,bk_adjusted,BK,vbm,0.5142597556114197,0.0019323671497585,B
week,10,Week 10,25,bk_adjusted,BK,vbm,0.65938401222229,0.1753043478260869,B
week,11,Week 11,28,bk_adjusted,BK,vbm,0.5564730167388916,1.174814471243042,B
week,12,Week 12,17,bk_adjusted,BK,vbm,0.6455165147781372,1.473010380622837,B
week,1,Week 1,29,meaning_adjusted,Meaning,vbm,0.5516282916069031,3.931034564971924,M
week,2,Week 2,30,meaning_adjusted,Meaning,vbm,0.523326575756073,3.954166650772095,M
week,3,Week 3,28,meaning_adjusted,Meaning,vbm,0.5402584671974182,3.891071319580078,M
week,4,Week 4,27,meaning_adjusted,Meaning,vbm,0.5911173224449158,3.81397819519043,M
week,5,Week 5,30,meaning_adjusted,Meaning,vbm,0.5551096200942993,3.3908531665802,M
week,6,Week 6,24,meaning_adjusted,Meaning,vbm,0.5132344961166382,3.92373514175415,M
week,7,Week 7,29,meaning_adjusted,Meaning,vbm,0.5198633074760437,3.769857406616211,M
week,8,Week 8,28,meaning_adjusted,Meaning,vbm,0.6067614555358887,2.787540435791016,M
week,9,Week 9,27,meaning_adjusted,Meaning,vbm,0.5254473686218262,4.0,M
week,10,Week 10,25,meaning_adjusted,Meaning,vbm,0.6647996306419373,4.0,M
week,11,Week 11,28,meaning_adjusted,Meaning,vbm,0.5288624167442322,3.982142925262451,M
week,12,Week 12,17,meaning_adjusted,Meaning,vbm,0.6188737154006958,3.203863859176636,M
week,1,Week 1,29,pooled_adjusted,Pooled D,vbm,0.5580024123191833,6.677788423800325,D
week,2,Week 2,30,pooled_adjusted,Pooled D,vbm,0.5044276118278503,6.152937952320136,D
week,3,Week 3,28,pooled_adjusted,Pooled D,vbm,0.5213170647621155,6.170178571428572,D
week,4,Week 4,27,pooled_adjusted,Pooled D,vbm,0.5712570548057556,6.173467227646794,D
week,5,Week 5,30,pooled_adjusted,Pooled D,vbm,0.5531244874000549,6.661447470657994,D
week,6,Week 6,24,pooled_adjusted,Pooled D,vbm,0.4934088587760925,6.14267113095238,D
week,7,Week 7,29,pooled_adjusted,Pooled D,vbm,0.4941375255584717,6.065863356836988,D
week,8,Week 8,28,pooled_adjusted,Pooled D,vbm,0.5494629740715027,5.700456512733298,D
week,9,Week 9,27,pooled_adjusted,Pooled D,vbm,0.4999826848506927,6.005152979066022,D
week,10,Week 10,25,pooled_adjusted,Pooled D,vbm,0.6618824601173401,6.467478260869565,D
week,11,Week 11,28,pooled_adjusted,Pooled D,vbm,0.6539425849914551,9.097124304267156,D
week,12,Week 12,17,pooled_adjusted,Pooled D,vbm,0.7125628590583801,8.676874279123414,D
week,1,Week 1,29,three_leg_adjusted,V/BK/M,vbm,0.55665522813797,6.677788423800326,V+B+M
week,2,Week 2,30,three_leg_adjusted,V/BK/M,vbm,0.4955380856990814,6.152937952320136,V+B+M
week,3,Week 3,28,three_leg_adjusted,V/BK/M,vbm,0.5107088088989258,6.170178571428571,V+B+M
week,4,Week 4,27,three_leg_adjusted,V/BK/M,vbm,0.5662803649902344,6.173467227646794,V+B+M
week,5,Week 5,30,three_leg_adjusted,V/BK/M,vbm,0.5613508224487305,6.661447470657998,V+B+M
week,6,Week 6,24,three_leg_adjusted,V/BK/M,vbm,0.4821367859840393,6.14267113095238,V+B+M
week,7,Week 7,29,three_leg_adjusted,V/BK/M,vbm,0.4834991991519928,6.065863356836988,V+B+M
week,8,Week 8,28,three_leg_adjusted,V/BK/M,vbm,0.5417264103889465,5.700456512733298,V+B+M
week,9,Week 9,27,three_leg_adjusted,V/BK/M,vbm,0.4906203746795654,6.005152979066022,V+B+M
week,10,Week 10,25,three_leg_adjusted,V/BK/M,vbm,0.6587509512901306,6.467478260869565,V+B+M
week,11,Week 11,28,three_leg_adjusted,V/BK/M,vbm,0.6864246129989624,9.097124304267158,V+B+M
week,12,Week 12,17,three_leg_adjusted,V/BK/M,vbm,0.7541865110397339,8.676874279123414,V+B+M
week,1,Week 1,29,vocab_adjusted,Vocab,vbm,0.5532981753349304,2.410460380102649,V
week,2,Week 2,30,vocab_adjusted,Vocab,vbm,0.4906897246837616,2.072333591801983,V
week,3,Week 3,28,vocab_adjusted,Vocab,vbm,0.5048167705535889,2.053571428571428,V
week,4,Week 4,27,vocab_adjusted,Vocab,vbm,0.5655356049537659,2.160380898770992,V
week,5,Week 5,30,vocab_adjusted,Vocab,vbm,0.5702229738235474,2.615557016083332,V
week,6,Week 6,24,vocab_adjusted,Vocab,vbm,0.4756971895694733,2.028645833333333,V
week,7,Week 7,29,vocab_adjusted,Vocab,vbm,0.479508250951767,2.022167487684729,V
week,8,Week 8,28,vocab_adjusted,Vocab,vbm,0.5512986183166504,2.008928571428572,V
week,9,Week 9,27,vocab_adjusted,Vocab,vbm,0.4863737225532532,2.003220611916264,V
week,10,Week 10,25,vocab_adjusted,Vocab,vbm,0.6553202867507935,2.292173913043478,V
week,11,Week 11,28,vocab_adjusted,Vocab,vbm,0.6879186034202576,3.940166975881261,V
week,12,Week 12,17,vocab_adjusted,Vocab,vbm,0.7731624245643616,4.0,V
